title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch1.8	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_phone	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip.postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell.type.ch1	diagnosis.ch1	neoplastic.ch1	patient.id.ch1	plate.id.ch1	selection.ch1	tissue.ch1	tsne.cluster.ch1	well.ch1
GBM cell 26	GSM2243464	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: H9	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.H9	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421245	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963666	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243464/suppl/GSM2243464_1001000173.H9.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	H9
GBM cell 27	GSM2243465	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: G1	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.G1	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421098	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963667	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243465/suppl/GSM2243465_1001000173.G1.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	G1
GBM cell 28	GSM2243466	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: B3	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.B3	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421258	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963668	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243466/suppl/GSM2243466_1001000173.B3.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	B3
GBM cell 29	GSM2243467	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: D7	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.D7	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421259	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963669	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243467/suppl/GSM2243467_1001000173.D7.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	D7
GBM cell 30	GSM2243468	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: A12	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.A12	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421115	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963670	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243468/suppl/GSM2243468_1001000173.A12.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	A12
GBM cell 31	GSM2243469	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: C1	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.C1	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421260	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963671	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243469/suppl/GSM2243469_1001000173.C1.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	C1
GBM cell 32	GSM2243470	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: H7	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.H7	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421261	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963672	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243470/suppl/GSM2243470_1001000173.H7.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	H7
GBM cell 33	GSM2243471	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: H5	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.H5	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421262	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963673	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243471/suppl/GSM2243471_1001000173.H5.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	H5
GBM cell 34	GSM2243472	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: G2	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.G2	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421112	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963674	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243472/suppl/GSM2243472_1001000173.G2.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	G2
GBM cell 35	GSM2243473	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000173	well: A3	tissue: Tumor	patient id: BT_S2	tsne cluster: 11	cell type: Neoplastic	neoplastic: Neoplastic	selection: Unpanned	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Tumor	1001000173.A3	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05421113	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1963675	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2243nnn/GSM2243473/suppl/GSM2243473_1001000173.A3.csv.gz	Neoplastic	glioblastoma	Neoplastic	BT_S2	1001000173	Unpanned	Tumor	11	A3
